epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,18.9359,0.38614,0.80329,1,0.42953,0.0670646,0.000332681,0.000332681
2,37.7424,0.16671,0.92398,1,0.20967,0.0339327,0.000534144,0.000534144
3,56.3653,0.12374,0.9367,1,0.15313,0.000668838,0.000603606,0.000603606
4,75.3895,0.10327,0.94074,1,0.16817,0.000406,0.000406,0.000406
5,94.3612,0.09494,0.94384,1,0.18218,0.000208,0.000208,0.000208
