epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,34.1644,0.27343,0.87899,1,0.26138,0.0670323,0.000333007,0.000333007
2,68.281,0.12095,0.91995,1,0.20863,0.0339004,0.000534405,0.000534405
3,101.789,0.09131,0.92647,1,0.16992,0.000636451,0.000603803,0.000603803
4,135.578,0.07798,0.93205,1,0.17542,0.000406,0.000406,0.000406
5,169.77,0.07146,0.93143,1,0.17818,0.000208,0.000208,0.000208
